Marital_Status_Married,Marital_Status_Single,Attrition_Flag_Existing Customer,Gender_M,Education_Level,Income_Category,Card_Category,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,Credit_Limit
1.0690449676496976,-0.9217976907429088,0.4398137122033244,-0.9511897312113418,0.8347118115960945,-0.8939406100804841,-0.2466066241720731,0.4910175845528166,-0.2578590598323924,0.02220980967754778,-1.164956246309659,0.6692388590096165,-0.4155316677857113,-1.4469099676938477,0.12006409437950497,0.9418982541104216,1912.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,-0.9511897312113418,-0.4992707739411965,-0.8939406100804841,-0.2466066241720731,-0.4248335574621496,-1.8726320372563763,-0.10321029203095565,-1.805996024171216,-1.3593980359990099,-2.222191092940978,-0.12163005755891584,0.943320244061702,1.40692446213352,8401.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,-0.9511897312113418,1.50170310436474,-0.8939406100804841,-0.2466066241720731,0.0,-0.2578590598323924,0.02220980967754778,1.3992028651365696,-0.3450795884946967,-0.4155316677857113,1.5835227116100843,0.173867904583612,0.8150729246495766,2759.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,-0.9511897312113418,-1.166262066709842,-0.8939406100804841,-0.2466066241720731,0.0,-1.0652455485443844,0.02220980967754778,-0.5239164684481018,0.6692388590096165,-0.4155316677857113,0.2582428014751522,-0.0077922718044483325,0.4345969362670415,7075.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,1.0513149660756937,-0.4992707739411965,0.6021943021881084,2.7501320999442584,-1.0790129446156969,0.5495274288795996,-0.3540504954479625,1.3992028651365696,-1.3593980359990099,-0.4155316677857113,0.7431608884093163,0.0280769349982897,0.5614222657278866,34516.0
1.0690449676496976,-0.9217976907429088,-2.2736899106449493,-0.9511897312113418,-1.166262066709842,-0.8939406100804841,-0.2466066241720731,0.09850995226068822,0.5495274288795996,0.14762991138605122,-1.805996024171216,-0.3450795884946967,-0.4155316677857113,-1.4469099676938477,-0.5909561501457375,-1.2141323467239435,1438.3
-0.9354143466934853,1.0848367380851922,0.4398137122033244,-0.9511897312113418,-0.4992707739411965,-0.8939406100804841,-0.2466066241720731,-0.29399768003144017,-0.2578590598323924,-0.6048906988649694,-0.5239164684481018,-0.3450795884946967,0.48779804479192207,1.0302030809270204,3.6112371339137415,2.083326219258027,4182.0
-0.9354143466934853,1.0848367380851922,-2.2736899106449493,1.0513149660756937,-1.166262066709842,-0.14587315394618783,-0.2466066241720731,1.0143610942756545,-0.2578590598323924,1.7780912335965957,-1.164956246309659,-1.3593980359990099,0.48779804479192207,1.6274951325915197,-0.8081962655397397,-1.2564074565442254,3682.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,-0.9511897312113418,-1.166262066709842,-0.8939406100804841,-0.2466066241720731,-0.4248335574621496,0.5495274288795996,-0.47947059715646595,0.7581630872750124,-1.3593980359990099,-1.3188613803633447,-0.8471750037526021,0.16779328085089026,0.8996231442901399,1438.3
1.0690449676496976,-0.9217976907429088,0.4398137122033244,-0.9511897312113418,0.8347118115960945,-0.8939406100804841,-0.2466066241720731,1.9302122362906207,-1.8726320372563763,0.02220980967754778,1.3992028651365696,-0.3450795884946967,0.48779804479192207,0.8530919408629051,0.10588997233648752,0.8573480344698582,2035.0
-0.9354143466934853,1.0848367380851922,-2.2736899106449493,1.0513149660756937,-1.166262066709842,1.3502617583224048,-0.2466066241720731,-1.3406846994771158,0.5495274288795996,0.02220980967754778,0.11712330941345528,-1.3593980359990099,-0.4155316677857113,-1.4469099676938477,-0.6933569502116187,-1.298682566364507,1815.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,1.0513149660756937,-1.166262066709842,-0.14587315394618783,-0.2466066241720731,0.22934582969139766,-0.2578590598323924,0.7747304199285684,-1.805996024171216,0.6692388590096165,0.48779804479192207,1.6274951325915197,0.06915296214336067,0.9841733639307032,3202.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,1.0513149660756937,0.8347118115960945,0.6021943021881084,-0.2466066241720731,1.2760328491370734,-1.8726320372563763,1.0255706233455752,-1.805996024171216,0.6692388590096165,-0.4155316677857113,0.8237769935419481,2.9728231063843635,1.66057512105521,6828.0
-0.9354143466934853,-0.9217976907429088,-2.2736899106449493,-0.9511897312113418,0.16772051882744898,-0.8939406100804841,-0.2466066241720731,-0.6865053123235685,-0.2578590598323924,0.02220980967754778,-0.5239164684481018,0.6692388590096165,1.3911277573695555,-1.132995740131933,-0.6213292688093465,-0.8336563583414086,1569.0
1.0690449676496976,-0.9217976907429088,-2.2736899106449493,1.0513149660756937,0.8347118115960945,0.6021943021881084,-0.2466066241720731,1.0143610942756545,-0.2578590598323924,0.7747304199285684,-0.5239164684481018,0.6692388590096165,-0.4155316677857113,-1.4469099676938477,-1.0789509233410526,-1.8482589940281686,4320.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,1.0513149660756937,-0.4992707739411965,0.6021943021881084,-0.2466066241720731,-1.6023564543385347,-1.0652455485443844,-1.106571105698983,-0.5239164684481018,-1.3593980359990099,-0.4155316677857113,1.1779992736701788,-0.69248914682123,-0.6645559190602819,8063.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,1.0513149660756937,0.8347118115960945,0.6021943021881084,-0.2466066241720731,-0.4248335574621496,0.5495274288795996,-0.7303108005734728,-0.5239164684481018,-0.3450795884946967,1.3911277573695555,-1.4469099676938477,-0.2412313838190418,0.3077716068061965,19711.0
1.0690449676496976,-0.9217976907429088,-2.2736899106449493,1.0513149660756937,0.8347118115960945,1.3502617583224048,-0.2466066241720731,-1.7331923317692441,0.5495274288795996,0.02220980967754778,1.3992028651365696,0.6692388590096165,2.294457469947189,-1.4469099676938477,-1.018204686013835,-1.9750843234890136,7140.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,1.0513149660756937,0.8347118115960945,1.3502617583224048,-0.2466066241720731,-0.6865053123235685,2.1643004063035836,-0.9811510039904796,-0.5239164684481018,-0.3450795884946967,-2.222191092940978,0.9703517301467331,-0.7303832282015419,-1.2564074565442254,2491.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,1.0513149660756937,0.16772051882744898,-0.8939406100804841,2.7501320999442584,2.322719868582749,-0.2578590598323924,2.530611843847616,0.7581630872750124,1.68355730651393,1.3911277573695555,-1.4469099676938477,0.05266469772597303,-0.19952971103718356,12155.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,-0.9511897312113418,1.50170310436474,-0.8939406100804841,-0.2466066241720731,-1.6023564543385347,-0.2578590598323924,-1.106571105698983,-1.164956246309659,0.6692388590096165,0.48779804479192207,0.26068571375189864,0.22911805377170044,0.1386711675250698,1726.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,1.0513149660756937,0.8347118115960945,0.6021943021881084,-0.2466066241720731,-1.3406846994771158,-1.8726320372563763,-0.6048906988649694,0.7581630872750124,-1.3593980359990099,-0.4155316677857113,-1.4469099676938477,-0.8489830248880144,-1.2564074565442254,7667.0
1.0690449676496976,-0.9217976907429088,-2.2736899106449493,-0.9511897312113418,0.8347118115960945,-0.8939406100804841,-0.2466066241720731,1.6685404814292017,-1.8726320372563763,0.02220980967754778,-1.164956246309659,0.6692388590096165,-0.4155316677857113,-1.4469099676938477,-0.7069525366610436,-1.1295821270833803,1708.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,-0.9511897312113418,0.16772051882744898,-0.14587315394618783,-0.2466066241720731,-0.555669434892859,-0.2578590598323924,-0.9811510039904796,1.3992028651365696,-0.3450795884946967,-1.3188613803633447,-1.4469099676938477,0.04514373500926989,0.09639605770478814,1820.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,-0.9511897312113418,0.8347118115960945,-0.14587315394618783,2.7501320999442584,0.3601817071221071,0.5495274288795996,0.02220980967754778,-1.805996024171216,0.6692388590096165,-1.3188613803633447,1.2635012033563033,1.1047316746740232,0.8996231442901399,20176.0
-0.9354143466934853,-0.9217976907429088,0.4398137122033244,1.0513149660756937,0.8347118115960945,1.3502617583224048,2.7501320999442584,-1.994864086630663,-1.8726320372563763,-2.1099319193670105,-1.805996024171216,0.6692388590096165,0.48779804479192207,0.9764590108385992,3.04687566236421,1.3223742424929565,34516.0
-0.9354143466934853,1.0848367380851922,-2.2736899106449493,1.0513149660756937,0.16772051882744898,-0.14587315394618783,-0.2466066241720731,-0.555669434892859,1.3569139175915914,0.02220980967754778,0.7581630872750124,-0.3450795884946967,0.48779804479192207,-1.4469099676938477,-0.7506319739772811,-1.0873070172630988,10543.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,1.0513149660756937,-1.166262066709842,-0.14587315394618783,-0.2466066241720731,-0.1631618026007307,0.5495274288795996,0.5238902165115615,-0.5239164684481018,1.68355730651393,0.48779804479192207,0.9373724144106566,-0.12205305153897673,-0.15725460121690188,5662.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,-0.9511897312113418,-1.166262066709842,-0.8939406100804841,-0.2466066241720731,0.6218534619835261,-0.2578590598323924,-0.3540504954479625,-0.5239164684481018,-1.3593980359990099,1.3911277573695555,-0.48684544293250537,-0.17759246852386143,-0.6222808092400003,4941.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,-0.9511897312113418,-0.4992707739411965,-0.8939406100804841,-0.2466066241720731,1.7993763588599112,-0.2578590598323924,0.02220980967754778,0.11712330941345528,0.6692388590096165,-0.4155316677857113,1.6274951325915197,-0.7763768078921495,-1.298682566364507,3460.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,1.0513149660756937,-1.166262066709842,1.3502617583224048,-0.2466066241720731,0.22934582969139766,1.3569139175915914,0.02220980967754778,0.7581630872750124,0.6692388590096165,-2.222191092940978,-0.3891289518626487,-0.7691451129722426,-0.9604816878022536,5288.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,1.0513149660756937,-1.166262066709842,0.6021943021881084,-0.2466066241720731,0.0,-1.0652455485443844,-2.1099319193670105,1.3992028651365696,0.6692388590096165,2.294457469947189,-1.4469099676938477,3.0839019403541332,2.1256013290783082,9764.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,1.0513149660756937,-1.166262066709842,0.6021943021881084,-0.2466066241720731,0.0,-1.0652455485443844,0.39847011480305805,-1.164956246309659,0.6692388590096165,-1.3188613803633447,0.6405585727859667,3.269322598100545,1.9565008897971816,8624.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,1.0513149660756937,0.8347118115960945,0.6021943021881084,2.7501320999442584,-1.0790129446156969,-0.2578590598323924,-0.47947059715646595,0.7581630872750124,-1.3593980359990099,-1.3188613803633447,0.49154092390443516,-0.20362657023552613,0.22322138716563317,26988.0
1.0690449676496976,-0.9217976907429088,0.4398137122033244,1.0513149660756937,0.8347118115960945,1.3502617583224048,-0.2466066241720731,0.883525216844945,1.3569139175915914,0.02220980967754778,-0.5239164684481018,-0.3450795884946967,-0.4155316677857113,1.6274951325915197,-0.8732815198189015,-1.4677830056456336,3924.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,1.0513149660756937,-1.166262066709842,2.098329214456701,-0.2466066241720731,0.7526893394142355,-0.2578590598323924,1.0255706233455752,1.3992028651365696,0.6692388590096165,-0.4155316677857113,0.8298842742338142,0.03328375534062264,0.0118458380642248,26174.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,-0.9511897312113418,-0.4992707739411965,-0.8939406100804841,-0.2466066241720731,-0.29399768003144017,1.3569139175915914,0.02220980967754778,-1.805996024171216,0.6692388590096165,0.48779804479192207,-1.4469099676938477,0.1582474435566132,0.5614222657278866,3024.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,1.0513149660756937,0.8347118115960945,2.098329214456701,-0.2466066241720731,0.7526893394142355,-1.8726320372563763,0.6493103182200649,1.3992028651365696,0.6692388590096165,-0.4155316677857113,0.7443823445476895,-0.7810050926408899,-1.045031907442817,3386.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,-0.9511897312113418,1.50170310436474,-0.8939406100804841,-0.2466066241720731,-0.29399768003144017,-0.2578590598323924,0.02220980967754778,-0.5239164684481018,-1.3593980359990099,-1.3188613803633447,0.43413248540089433,-0.09717602101449713,0.4768720460873232,7317.0
-0.9354143466934853,1.0848367380851922,0.4398137122033244,-0.9511897312113418,-1.166262066709842,-0.8939406100804841,-0.2466066241720731,-0.4248335574621496,2.1643004063035836,-1.2319912074074866,1.3992028651365696,-2.373716483503323,0.48779804479192207,-0.11674423300542301,0.06134273162986126,0.6459724853684499,3139.0
