CRIM,ZN,INDUS,POLINDEX,RM,AGE,DIS,HIGHWAYCOUNT,TAX,PTRATIO,IMM,BPL,PRICE,RIVERSIDE
1.0267688445781409,1.4290340871428062,7.851300459713785,1.1342160267651276,6.0,42.0,5.251910779156958,5,279.2012765319584,20.68958621023882,398.8119600321726,10.461456130404676,22.991633082472173,NO
0.848088964306354,0.2555430033053251,6.263433642793088,1.2459932134044,7.0,63.0,4.305545849624256,8,307.44452873272246,17.465398458647787,377.1536486183775,11.619689945818816,24.55105522131233,NO
10.925904744920867,0.4410221597841426,18.322960475316425,2.824832670673298,8.0,-2.0,2.4094950657496703,25,666.492973270887,20.351600563479558,387.06135456944236,19.366070209513428,15.87534576333889,NO
0.5590272013066924,1.0411748369232303,11.11492041160377,0.7949524997638712,6.0,9.0,6.898669366416666,4,305.51418099246047,19.78731417908829,391.7786467932542,6.206820329357492,23.00775647352584,NO
0.9050632012473443,81.16796347953418,3.673369221492033,1.0290303735939188,8.0,20.0,10.246462941415464,1,315.9139603372562,17.36043856174789,395.8331662496693,10.827105368676744,21.503176549984186,NO
10.024770661193395,0.4733216029895873,18.580453094333755,0.9701690957415392,6.0,95.0,2.107826334969545,25,666.9045348742006,20.498187951345855,397.91439623085347,25.251423514752744,14.0491848350147,NO
0.6495020648390871,96.49696043838834,3.0168156945488955,0.9768580453882799,9.0,35.0,5.138501496505962,6,224.45141522696906,15.696716759033738,392.988429486653,4.462662698844466,49.86874462547715,NO
0.7126988401284178,0.882696835074233,21.978632189287158,1.1869362408296307,7.0,97.0,2.619283499878445,4,437.5336051492964,22.23534324087856,388.8002769030317,15.447360654219718,18.564349770700208,NO
0.4133498545660706,1.0598138256944352,6.459011701340968,0.8042080164168627,6.0,36.0,6.524673466988379,7,224.7151159462523,21.605354017861806,397.5097507284288,8.015028636593803,22.566384890368912,UNKNOWN
0.636040163608651,0.8687010982450213,12.747993855411838,1.8654985739597,8.0,78.0,2.6503978578829015,2,273.23180040711514,21.10078182580593,398.16409278767753,9.956867850906761,20.688966406967307,NO
3.3043690029131474,0.4900865182831084,20.062732551362497,2.278768025427036,6.0,99.0,1.3919874670235548,6,403.10036877099475,15.056410781429626,397.1950447362162,30.285161213189628,12.264939436196451,UNKNOWN
1.6568632422567884,0.2634168737416493,22.617375241776156,1.6051763688839382,6.0,96.0,2.6911955491233277,6,437.4637496018939,21.591752574481408,398.7558043943811,18.370539680832778,16.06396036346437,NO
0.1789375712788059,0.10793283017216344,11.382230466523012,1.1362198727032349,6.0,19.0,8.312420085451357,4,306.24023761770417,21.189060953944956,377.2504446396309,10.778848197400158,22.07667539589342,NO
1.08561262544706,2.401876544454667,7.5684102037046435,1.1327617211425098,8.0,73.0,4.719882833109593,8,308.4124206945583,19.102944883986915,391.31238407348087,5.7790344631529225,31.943051215167785,NO
11.11536738209383,1.1542373919533861,18.33832091226086,1.53356428408993,7.0,86.0,2.8088398776079657,24,667.3739425993604,20.560106635811902,83.56149056724328,17.909381579874943,16.24429769967991,NO
0.8860249653484903,21.99058129970672,3.67602516141173,1.3263401241884936,8.0,37.0,5.564575554208496,6,217.05019130584293,15.049439728324437,394.0235141591109,5.166237030818287,37.20964104786025,NO
0.11540600199376164,1.5154903399341424,4.655416795584694,0.5123637360638388,7.0,76.0,3.199695605733707,6,297.1052762718127,18.21137715263615,392.6982467525814,7.48923000952286,30.456459252038197,NO
0.3425947721962095,41.179259505797134,7.0723997441620545,0.5566174216331692,9.0,50.0,5.349678177507377,5,255.6813251547501,17.777795722348053,390.3764456673798,6.103956778189218,33.451564737761984,YES
0.6936637735140417,81.62050134424037,3.9045679691173616,0.8137629320609845,8.0,32.0,9.48057802564098,2,315.1225851065662,16.928254306539024,393.2463634743594,7.280530139614607,22.0677864899874,NO
4.4062948727279965,1.1215687775276673,20.737598396625117,0.8762507907918502,8.0,92.0,3.449278971206441,25,666.1354870270717,20.39098793042617,391.655580428857,13.606076145225149,21.847967978780044,YES
6.8035495814064655,1.7030817070339446,18.831719649683816,1.7942845847558306,10.0,99.0,3.560338304251714,25,666.5035065526699,20.222448881626327,355.5140042196485,18.889314370932812,17.327883013458177,NO
