engine_size,horsepower,mileage,age,weight,fuel_type,brand_BMW,brand_Ford,brand_Honda,brand_Toyota,price
-0.2546945165997609,-1.7214205146239032,0.1927588345625501,0.398781308016689,0.6702782303367678,2.0,0,0,1,0,-1959.0926855290231
-0.4432637487534628,-0.3992908287034448,0.3950797304182917,0.1372490177191271,0.5824660774385363,0.0,1,0,0,0,-2228.8649136099716
-1.1865512731023889e-15,-0.1614656654435545,0.6536583289184915,0.5077741653647456,0.2879464699778933,1.0,0,0,1,0,-335.7644182138089
1.3628353133379565,-0.1805902918310923,0.5683402953530098,0.5282096138261604,0.5968188019674289,2.0,0,0,0,1,7320.185485737083
-1.1865512731023889e-15,0.5294311401462878,0.5758600620513793,0.2076404112662293,0.5446777590199874,2.0,0,0,0,1,-617.0594216108734
-1.1865512731023889e-15,-9.678304225353346e-16,0.398048412744085,0.4151228658526864,0.6331421298205334,2.0,0,0,1,0,-278.0638123850812
0.8988039873705062,-9.678304225353346e-16,0.3728727484840943,0.435685068953915,0.5693373792653775,0.0,0,0,0,1,5071.717352810921
-1.1865512731023889e-15,-1.4717233510600098,0.32556163256903,0.4664430439642528,0.6820847695870322,0.0,0,0,0,1,-643.9835528217587
-1.1865512731023889e-15,-9.678304225353346e-16,0.3932551851426565,0.4750850073094415,0.543862166984124,0.0,0,0,1,0,-1504.5798023945192
0.6866562679692249,-1.3880625712637873,0.6827987740810548,0.456649762199217,0.5792222320577379,0.0,0,1,0,0,3026.0347451888347
1.5006882097858316,-9.678304225353346e-16,0.4618319052446391,0.6973830594589993,0.3141247123334418,0.0,0,0,1,0,8076.714159855745
1.3009000958988175,0.0095793107525256,0.3325974345609517,0.5357477181322301,0.7033775833933081,1.0,1,0,0,0,7079.381181736402
-0.2413201692015649,0.6360099656720059,0.5836754964437016,0.5356057200485713,0.7093947663601357,1.0,0,0,1,0,-2303.6559452970105
-1.1865512731023889e-15,-2.479124781409819,0.5334298328720628,0.6459946764868161,0.4830573020664519,1.0,0,1,0,0,-737.250024641002
-0.3615355680146419,-0.6876758476059024,0.4502972590940791,0.6131179705362337,0.3596978822839116,2.0,0,0,1,0,-1922.91781192489
-1.1865512731023889e-15,-0.1119091870822636,0.652057828511172,0.7590885420661416,0.7040187185539238,0.0,0,0,1,0,311.51668137362935
-1.1865512731023889e-15,-0.0006024645459322,0.5004894953506652,0.489601431647423,0.3942358439904707,1.0,1,0,0,0,-511.55410027612186
1.02346655206897,0.2394976902800319,0.2243812721369879,0.4135020589960216,0.4482163987241674,2.0,0,0,1,0,5019.75662923508
-0.6244206386458365,-9.678304225353346e-16,0.4990733003708691,0.5928636524104048,0.2910455166998267,1.0,0,0,1,0,-3383.2153451155323
-1.1865512731023889e-15,-9.678304225353346e-16,0.3427116443642679,0.2590237072780387,0.5066687713168567,1.0,1,0,0,0,-505.43503530966206
0.6133866821142467,1.3360282594893202,0.6351608708456846,0.8124429177631636,0.4700448260952166,0.0,0,0,0,1,3158.689690748115
-0.6033507561296706,-1.249255102549985,0.5138325708625036,0.6720460453461313,0.6098687506348544,2.0,1,0,0,0,-3177.8694957982434
